index,item_id,source,notes,location,value,inventory_date,title,series,type,date_year,medium,signatures_and_writing,condition,category,height,width,depth,size_note,dimensions,file1,file2,file3,file4,file5,url1,url2,url3,url4,url5
1468,AT.P.2193,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2268"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,chipping and tearing to edges,Painting,32,44,,,,"remote:AT.P.2193.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2193_8.jpg",,,,,,,,,
1469,AT.P.2194,Aldo foundation,"""Aldo Tambellini 1961"" on recto, ""2267""  on verso","Rack 16/17, top",,12/19/2014,,,,1961,Acrylic and glazing on paper,Aldo Tambellini,extensive chipping and tearing,Painting,44,35,,,,"remote:AT.P.2194.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2194_8.jpg",,,,,,,,,
1470,AT.P.2195,Aldo foundation,"""2266"" on verso","Rack 16/17, top",,12/19/2014,,,,n.d. (c. 1962),Acrylic on paper,,chip to edge,Painting,32,44,,,,"remote:AT.P.2195.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2195_8.jpg",,,,,,,,,
1471,AT.P.2196,Aldo foundation,"""2265"" on verso","Rack 16/17, top",,12/19/2014,,,,n.d. (c. 1962),Acrylic on paper,,folding to one edge,Painting,32,44,,,,"remote:AT.P.2196.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2196_8.jpg",,,,,,,,,
1472,AT.P.2197,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2261"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,,Painting,32,44,,,,"remote:AT.P.2197.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2197_8.jpg",,,,,,,,,
1473,AT.P.2198,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2262"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,,Painting,32,44,,,,"remote:AT.P.2198.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2198_8.jpg",,,,,,,,,
1474,AT.P.2199,Aldo foundation,"""2263"" on verso","Rack 16/17, top",,12/19/2014,,,,n.d. (c. 1962),Acrylic on paper,,tear to one edge,Painting,32,44,,,,"remote:AT.P.2199.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2199_8.jpg",,,,,,,,,
1475,AT.P.2200,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2250"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,chipping and tearing to edges,Painting,35,45,,,,"remote:AT.P.2200.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2200_8.jpg",,,,,,,,,
1476,AT.P.2201,Aldo foundation,"""Aldo Tambellini 1961"" on recto","Rack 16/17, top",,12/19/2014,,,,1961,Acrylic and oil stick on paper,Aldo Tambellini,"large tears and chips, later glued to backing sheet",Painting,45,35,,2 sheets,,"remote:AT.P.2201.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2201_8.jpg",,,,,,,,,
1477,AT.P.2202,Aldo foundation,"""Aldo Tambellini 1961"" on recto,""2248"" ""* Bottom [arrow]"" to verso","Rack 16/17, top",,12/19/2014,,,,1961,Acrylic on paper,Aldo Tambellini,"large tears and chips, extensive rubbing",Painting,45,35,,,,"remote:AT.P.2202.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2202_8.jpg",,,,,,,,,
1478,AT.P.2203,Aldo foundation,,"Rack 16/17, top",,12/19/2014,,,,n.d. (c. 1961),Acrylic on paper,,"tearing and chipping to edges, ",Painting,45,35,,,,"remote:AT.P.2203.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2203_8.jpg",,,,,,,,,
1479,AT.P.2204,Aldo foundation,"""Aldo Tambellini 1961"" on recto,""2247"" to verso","Rack 16/17, top",,12/19/2014,,,,1961,Acrylic and glazing on paper,Aldo Tambellini,"large tears, chipping to corners, fold across center",Painting,45,35,,,,,,,,,,,,,
1480,AT.P.2205,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2252"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,slight folds and chips to corners,Painting,35,45,,,,"remote:AT.P.2205.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2205_8.jpg",,,,,,,,,
1481,AT.P.2206,Aldo foundation,"""Aldo Tambellini Jan 11 - '62"" on recto, ""2260"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,slight chipping and tearing to edges,Painting,35,45,,,,"remote:AT.P.2206.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2206_8.jpg",,,,,,,,,
1482,AT.P.2207,Aldo foundation,"""Aldo Tambellini Jan 11 - '62"" on recto, ""2259"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,slight tearing to edges,Painting,45,35,,,,"remote:AT.P.2207.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2207_8.jpg",,,,,,,,,
1483,AT.P.2208,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2258"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,tears to edges,Painting,35,45,,,,"remote:AT.P.2208.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2208_8.jpg",,,,,,,,,
1484,AT.P.2209,Aldo foundation,"""2273"" on verso","Rack 16/17, top",,12/19/2014,,,,n.d. (c. 1962),Acrylic on paper,,extensive tearing and chipping to edges,Painting,35,45,,,,"remote:AT.P.2209.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2209_8.jpg",,,,,,,,,
1485,AT.P.2210,Aldo foundation,"""Aldo Tambellini 1961"" ""Aldo Tambellini Summer 1961"" on recto, ""2272"" ""Top [arrow]"" ""Bottom [arrow]"" on verso","Rack 16/17, top",,12/19/2014,,,,1961,Acrylic and glazing on paper,Aldo Tambellini,"chipping, deep tearing, staining",Painting,45,35,,,,"remote:AT.P.2210.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2210_8.jpg",,,,,,,,,
1486,AT.P.2211,Aldo foundation,"""Aldo Tambellini Jan 10 - '62"" on recto, ""2271"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,tears to edges,Painting,35,45,,,,"remote:AT.P.2211.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2211_8.jpg",,,,,,,,,
1487,AT.P.2212,Aldo foundation,"""2257"" ""[arrow]"" on verso","Rack 16/17, top",,12/19/2014,,,,n.d. (c. 1962),Acrylic on paper,,extensive tearing and chipping to edges,Painting,35,45,,,,,,,,,,,,,
1488,AT.P.2213,Aldo foundation,"""Aldo Tambellini Jan 11 - '62"" on recto, ""2256"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,slight tearing to edges,Painting,45,35,,,,"remote:AT.P.2213.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2213_8.jpg",,,,,,,,,
1489,AT.P.2214,Aldo foundation,"""Aldo Tambellini Jan 11 - '62"" on recto, ""2256[+]"" on verso","Rack 16/17, top",,12/19/2014,,,,1962,Acrylic on paper,Aldo Tambellini,"slight tearing and folding to corners, stain",Painting,45,35,,,,"remote:AT.P.2214.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2214_8.jpg",,,,,,,,,
1490,AT.P.2215,Aldo foundation,"""2254"" ""[arrow]"" on verso","Rack 16/17, top",,12/19/2014,,,,n.d. (c. 1962),Acrylic on paper,,extensive tearing and chipping to edges,Painting,35,45,,,,"remote:AT.P.2215.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2215_8.jpg",,,,,,,,,
1491,AT.P.2216,Aldo foundation,,Rack A,,01/05/2015,A-101,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Slight tear to edge, pinholes",Painting,30,42,,,,"remote:AT.P.2216.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2216_8.jpg",,,,,,,,,
1492,AT.P.2217,Aldo foundation,,Rack A,,01/05/2015,420,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,Pinholes,Painting,30,42,,,,"remote:AT.P.2217.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2217_8.jpg",,,,,,,,,
1493,AT.P.2218,Aldo foundation,"""Aldo Tambellini '89"" on recto, ""[arrow]"" on verso",Rack A,,01/05/2015,A-500,Black Energy Suspended Series,,1989,Acrylic on architectural paper,Aldo Tambellini,"tear to corner, pinholes",Painting,30,42,,,,"remote:AT.P.2218.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2218_8.jpg",,,,,,,,,
1494,AT.P.2219,Aldo foundation,"""Aldo Tambellini '89"" on recto",Rack A,,01/05/2015,AD-004,Black Energy Suspended Series,,1989,Acrylic on architectural paper,Aldo Tambellini,rubbing (intentional),Painting,30,42,,,,"remote:AT.P.2219.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2219_8.jpg",,,,,,,,,
1495,AT.P.2220,Aldo foundation,"""Aldo Tambellini '89"" on recto",Rack A,,01/05/2015,X-7,Black Energy Suspended Series,,1989,Acrylic and perforations on architectural paper,Aldo Tambellini,"slight tears to one edge, pinholes",Painting,30,42,,,,"remote:AT.P.2220.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2220_8.jpg",,,,,,,,,
1496,AT.P.2221,Aldo foundation,"""Aldo Tambellini"" on recto",Rack A,,01/05/2015,A-47,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,Aldo Tambellini,"lslight tears to edge, pinholes",Painting,30,42,,,,"remote:AT.P.2221.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2221_8.jpg",,,,,,,,,
1497,AT.P.2222,Aldo foundation,"""Aldo Tambellini '89"" on recto",Rack A,,01/05/2015,L-3,Black Energy Suspended Series,,1989,"Acrylic, graphite and perforations on architectural paper",Aldo Tambellini,pinholes,Painting,30,42,,,,"remote:AT.P.2222.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2222_8.jpg",,,,,,,,,
1498,AT.P.2223,Aldo foundation,,Rack A,,01/05/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,,Painting,30,42,,,,"remote:AT.P.2223.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2223_8.jpg",,,,,,,,,
1499,AT.P.2224,Aldo foundation,,Rack A,,01/05/2015,S-4G,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, some slight bumping to edge",Painting,30,42,,,,"remote:AT.P.2224.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2224_8.jpg",,,,,,,,,
1500,AT.P.2225,Aldo foundation,,Rack A,,01/05/2015,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite and perforations on architectural paper",,"Pinholes, some tears to edge",Painting,30,42,,,,"remote:AT.P.2225.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2225_8.jpg",,,,,,,,,
1501,AT.P.2226,Aldo foundation,,Rack A,,01/05/2015,S-3G,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Some tears to edges, some surface tearing",Painting,30,42,,,,"remote:AT.P.2226.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2226_8.jpg",,,,,,,,,
1502,AT.P.2227,Aldo foundation,,Rack A,,01/05/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, slight edge tears, tear to center (intentional?, or made during the making of the piece)",Painting,30,42,,,,"remote:AT.P.2227.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2227_8.jpg",,,,,,,,,
1503,AT.P.2228,Aldo foundation,,Rack A,,01/05/2015,S-5,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, slight tears to edge, some surface rubbing (intentional?), folds to edge",Painting,30,42,,,,"remote:AT.P.2228.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2228_8.jpg",,,,,,,,,
1504,AT.P.2229,Aldo foundation,,Rack A,,01/05/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, a few slight tears to edges",Painting,28,40,,,,"remote:AT.P.2229.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2229_8.jpg",,,,,,,,,
1505,AT.P.2230,Aldo foundation,,Rack A,,01/05/2015,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, a few edge tears",Painting,30,42,,,,"remote:AT.P.2230.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2230_8.jpg",,,,,,,,,
1506,AT.P.2231,Aldo foundation,,Rack A,,01/05/2015,E-3,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, chipping to edge",Painting,30,42,,,,"remote:AT.P.2231.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2231_8.jpg",,,,,,,,,
1507,AT.P.2232,Aldo foundation,,Rack A,,01/05/2015,A-113,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, chipping to edge",Painting,30,42,,,,"remote:AT.P.2232.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2232_8.jpg",,,,,,,,,
1508,AT.P.2233,Aldo foundation,,Rack A,,01/05/2015,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, a few edge tears",Painting,30,42,,,,"remote:AT.P.2233.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2233_8.jpg",,,,,,,,,
1509,AT.P.2234,Aldo foundation,,Rack A,,01/05/2015,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, some folding and slight tears to edges",Painting,30,42,,,,"remote:AT.P.2234.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2234_8.jpg",,,,,,,,,
1510,AT.P.2235,Aldo foundation,,Rack A,,01/05/2015,AC-10,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, chipping to edge",Painting,30,42,,,,"remote:AT.P.2235.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2235_8.jpg",,,,,,,,,
1511,AT.P.2236,Aldo foundation,,Rack A,,01/05/2015,A-2,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Chipping to edge,Painting,30,42,,,,"remote:AT.P.2236.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2236_8.jpg",,,,,,,,,
1512,AT.P.2237,Aldo foundation,,Rack A,,01/06/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, tear to face (during making)",Painting,30,42,,,,"remote:AT.P.2237.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2237_8.jpg",,,,,,,,,
1513,AT.P.2238,Aldo foundation,,Rack A,,01/06/2015,A-2,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Some slight tears to edge, pinholes",Painting,30,42,,,,"remote:AT.P.2238.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2238_8.jpg",,,,,,,,,
1514,AT.P.2239,Aldo foundation,,Rack A,,01/06/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, large tear to edge, slight tears to edges",Painting,30,42,,,,"remote:AT.P.2239.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2239_8.jpg",,,,,,,,,
1515,AT.P.2240,Aldo foundation,,Rack A,,01/06/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some tears to edges, heavy chipping to one edge",Painting,30,42,,,,"remote:AT.P.2240.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2240_8.jpg",,,,,,,,,
1516,AT.P.2241,Aldo foundation,,Rack A,,01/06/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some tears to edges",Painting,30,40,,,,"remote:AT.P.2241.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2241_8.jpg",,,,,,,,,
1517,AT.P.2242,Aldo foundation,,Rack A,,01/06/2015,A-800,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, slight bumping to one edge",Painting,30,42,,,,"remote:AT.P.2242.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2242_8.jpg",,,,,,,,,
1518,AT.P.2243,Aldo foundation,,Rack A,,01/06/2015,P&FP-104,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, slight bumping to one edge, tear",Painting,30,42,,,,"remote:AT.P.2243.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2243_8.jpg",,,,,,,,,
1519,AT.P.2244,Aldo foundation,,Rack A,,01/06/2015,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, slight tearing to edges",Painting,30,42,,,,"remote:AT.P.2244.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2244_8.jpg",,,,,,,,,
1520,AT.P.2245,Aldo foundation,,Rack A,,01/06/2015,AC-5,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, tear to edge",Painting,30,42,,,,"remote:AT.P.2245.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2245_8.jpg",,,,,,,,,
1521,AT.P.2246,Aldo foundation,,Rack A,,01/06/2015,A-400,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,Pinholes,Painting,30,42,,,,"remote:AT.P.2246.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2246_8.jpg",,,,,,,,,
1522,AT.P.2247,Aldo foundation,Aldo Tamebellini Art Foundation,Rack A,,01/06/2015,P&FP-101,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes,approx. 6"" tear along one edge",Painting,30,42,,,,"remote:AT.P.2247.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2247_8.jpg",,,,,,,,,
1523,AT.P.2248,Aldo foundation,Suspended ,Rack A,,01/06/2015,E-6,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, tear to edge, bumping to other edge",Painting,30,42,,,,"remote:AT.P.2248.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2248_8.jpg",,,,,,,,,
1524,AT.P.2249,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/06/2015,E-2,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, folding and tear to corner",Painting,30,42,,,,"remote:AT.P.2249.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2249_8.jpg",,,,,,,,,
1525,AT.P.2250,Aldo foundation,,Rack A,,01/06/2015,AC-9,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, tear to surface (during making)",Painting,30,42,,,,"remote:AT.P.2250.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2250_8.jpg",,,,,,,,,
1526,AT.P.2251,Aldo foundation,,Rack A,,01/06/2015,A-600,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, some slight tears to edges",Painting,30,42,,,,"remote:AT.P.2251.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2251_8.jpg",,,,,,,,,
1527,AT.P.2252,Aldo foundation,,Rack A,,01/06/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some slight tears to edges, perforation across the width of paper",Painting,30,42,,,,"remote:AT.P.2252.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2252_8.jpg",,,,,,,,,
1528,AT.P.2253,Aldo foundation,,Rack A,,01/06/2015,S-3,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, extensive chipping to edges",Painting,30,42,,,,"remote:AT.P.2253.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2253_8.jpg",,,,,,,,,
1529,AT.P.2254,Aldo foundation,,Rack A,,01/06/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, Slight tears to 2 corners",Painting,30,42,,,,"remote:AT.P.2254.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2254_8.jpg",,,,,,,,,
1530,AT.P.2255,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/06/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,,"remote:AT.P.2255.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2255_8.jpg",,,,,,,,,
1531,AT.P.2256,Aldo foundation,,Rack A,,01/06/2015,A-103,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,,"remote:AT.P.2256.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2256_8.jpg",,,,,,,,,
1532,AT.P.2257,Aldo foundation,,Rack A,,01/07/2015,A-103 (B),Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Some chips and tears to face,Painting,30,42,,,,"remote:AT.P.2257.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2257_8.jpg",,,,,,,,,
1533,AT.P.2258,Aldo foundation,,Rack A,,01/07/2015,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, one corner severely chipped",Painting,24,37,,,,"remote:AT.P.2258.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2258_8.jpg",,,,,,,,,
1534,AT.P.2260,Aldo foundation,,Rack A,,01/07/2015,L-5,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some slight tearing or bumping along edge",Painting,30,42,,,,"remote:AT.P.2260.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2260_8.jpg",,,,,,,,,
1535,AT.P.2261,Aldo foundation,,Rack A,,01/07/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, a couple of larger chips, bumped corners, and 1 long tear sustained during making",Painting,30,42,,,,"remote:AT.P.2261.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2261_8.jpg",,,,,,,,,
1536,AT.P.2262,Aldo foundation,,Rack A,,01/07/2015,A-900,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Slight tears to edge,Painting,30,42,,,,"remote:AT.P.2262.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2262_8.jpg",,,,,,,,,
1537,AT.P.2263,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,A-400 (B),Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,,"remote:AT.P.2263.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2263_8.jpg",,,,,,,,,
1538,AT.P.2264,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Fold to corner, slight tears to edge, a few small holes",Painting,30,42,,,,"remote:AT.P.2264.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2264_8.jpg",,,,,,,,,
1539,AT.P.2265,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,Pinholes,Painting,30,42,,,,"remote:AT.P.2265.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2265_8.jpg",,,,,,,,,
1540,AT.P.2266,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on paper,,"Large chip to one edge, slight tears to others, slit in corner from making, hole",Painting,30,42,,,,"remote:AT.P.2266.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2266_8.jpg",,,,,,,,,
1541,AT.P.2267,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on paper,,Tears to edges,Painting,30,42,,,,"remote:AT.P.2267.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2267_8.jpg",,,,,,,,,
1542,AT.P.2268,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Tear to edge, fold to corner",Painting,30,42,,,,"remote:AT.P.2268.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2268_8.jpg",,,,,,,,,
1543,AT.P.2269,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,A-500,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,Chipping and tearing to edges,Painting,30,42,,,,"remote:AT.P.2269.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2269_8.jpg",,,,,,,,,
1544,AT.P.2270,Aldo foundation,"""AT. '63"" to recto, ""1019"" to verso","Rack 16, Shelf 1",,01/07/2015,,,,1963,Ink on paper board,AT,,Painting,9,11,,,,"remote:AT.P.2270.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2270_8.jpg",,,,,,,,,
1545,AT.P.2271,Aldo foundation,"""AT."" ""II"" ""Aug. 7, '63"" to recto, ""1021-II"" to verso","Rack 16, Shelf 1",,01/07/2015,,,,1963,Ink on paper board,AT,,Painting,9,11,,,,"remote:AT.P.2271.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2271_8.jpg",,,,,,,,,
1546,AT.P.2272,Aldo foundation,"""AT."" ""III"" ""Aug. 7, '63"" to recto, ""1022-III"" to verso","Rack 16, Shelf 1",,01/07/2015,,,,1963,Ink on paper board,AT,,Painting,9,11,,,,"remote:AT.P.2272.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2272_8.jpg",,,,,,,,,
1547,AT.P.2273,Aldo foundation,"""AT."" ""IV"" ""Aug. 7, '63"" to recto, ""1023-IV"" to verso","Rack 16, Shelf 1",,01/07/2015,,,,1963,Ink on paper board,AT,,Painting,9,11,,,,"remote:AT.P.2273.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2273_8.jpg",,,,,,,,,
1548,AT.P.2274,Aldo foundation,"""AT."" ""V"" ""Aug. 7, '63"" to recto, ""1024-IV"" to verso","Rack 16, Shelf 1",,01/07/2015,,,,1963,Ink on paper board,AT,,Painting,9,11,,,,"remote:AT.P.2274.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2274_8.jpg",,,,,,,,,
1549,AT.P.2275,Aldo foundation,"""AT."" ""V"" ""Aug. 7, '63"" to recto, ""1025-V"" to verso","Rack 16, Shelf 1",,01/07/2015,,,,1963,Ink on paper board,AT,,Painting,9,11,,,,"remote:AT.P.2275.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2275_8.jpg",,,,,,,,,
1550,AT.P.2276,Aldo foundation,"""AT."" ""VI"" ""Aug. 7, '63"" to recto, ""1026-VI"" to verso","Rack 16, Shelf 1",,01/07/2015,,,,1963,Ink and graphite on paper board,AT,,Painting,9,11,,,,"remote:AT.P.2276.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2276_8.jpg",,,,,,,,,
